Doc,Emotions,Topics
N090,neutral,money
N091,anger,technology
N091,anger,crime
N091,anger,environment
N091,anger,politics
N091,anger,health
N091,anger,entertainment
N091,anger,money
N091,fear,technology
N091,fear,crime
N091,fear,environment
N091,fear,politics
N091,fear,health
N091,fear,entertainment
N091,fear,money
N091,sadness,technology
N091,sadness,crime
N091,sadness,environment
N091,sadness,politics
N091,sadness,health
N091,sadness,entertainment
N091,sadness,money
N091,neutral,technology
N091,neutral,crime
N091,neutral,environment
N091,neutral,politics
N091,neutral,health
N091,neutral,entertainment
N091,neutral,money
N092,anger,technology
N092,anger,environment
N092,anger,health
N092,anger,entertainment
N092,anger,education
N092,anger,money
N092,neutral,technology
N092,neutral,environment
N092,neutral,health
N092,neutral,entertainment
N092,neutral,education
N092,neutral,money
N093,anger,technology
N093,anger,politics
N093,anger,crime
N093,anger,environment
N093,anger,entertainment
N093,anger,money
N093,joy,technology
N093,joy,politics
N093,joy,crime
N093,joy,environment
N093,joy,entertainment
N093,joy,money
N093,neutral,technology
N093,neutral,politics
N093,neutral,crime
N093,neutral,environment
N093,neutral,entertainment
N093,neutral,money
N094,anger,sports
N094,anger,environment
N094,anger,politics
N094,anger,crime
N094,anger,entertainment
N094,anger,money
N094,fear,sports
N094,fear,environment
N094,fear,politics
N094,fear,crime
N094,fear,entertainment
N094,fear,money
N094,neutral,sports
N094,neutral,environment
N094,neutral,politics
N094,neutral,crime
N094,neutral,entertainment
N094,neutral,money
N095,neutral,sports
N095,neutral,technology
N095,neutral,environment
N095,neutral,politics
N095,neutral,crime
N095,neutral,entertainment
N095,neutral,education
N096,disgust,technology
N096,disgust,politics
N096,disgust,environment
N096,disgust,entertainment
N096,disgust,money
N096,anger,technology
N096,anger,politics
N096,anger,environment
N096,anger,entertainment
N096,anger,money
N096,neutral,technology
N096,neutral,politics
N096,neutral,environment
N096,neutral,entertainment
N096,neutral,money
N097,neutral,crime
N097,neutral,entertainment
N097,neutral,environment
N098,anger,crime
N098,anger,entertainment
N098,anger,politics
N098,anger,environment
N098,fear,crime
N098,fear,entertainment
N098,fear,politics
N098,fear,environment
N098,neutral,crime
N098,neutral,entertainment
N098,neutral,politics
N098,neutral,environment
N099,anger,crime
N099,anger,entertainment
N099,anger,environment
N099,neutral,crime
N099,neutral,entertainment
N099,neutral,environment
N100,disgust,technology
N100,disgust,politics
N100,disgust,crime
N100,disgust,environment
N100,disgust,health
N100,disgust,entertainment
N100,anger,technology
N100,anger,politics
N100,anger,crime
N100,anger,environment
N100,anger,health
N100,anger,entertainment
N100,sadness,technology
N100,sadness,politics
N100,sadness,crime
N100,sadness,environment
N100,sadness,health
N100,sadness,entertainment
N100,neutral,technology
N100,neutral,politics
N100,neutral,crime
N100,neutral,environment
N100,neutral,health
N100,neutral,entertainment
N101,neutral,technology
N101,neutral,crime
N101,neutral,environment
N101,neutral,politics
N101,neutral,entertainment
N101,neutral,money
N102,anger,technology
N102,anger,environment
N102,anger,politics
N102,anger,crime
N102,anger,entertainment
N102,anger,money
N102,neutral,technology
N102,neutral,environment
N102,neutral,politics
N102,neutral,crime
N102,neutral,entertainment
N102,neutral,money
N103,neutral,sports
N103,neutral,technology
N103,neutral,environment
N103,neutral,politics
N103,neutral,crime
N103,neutral,entertainment
N103,neutral,money
N104,anger,environment
N104,anger,entertainment
N104,anger,money
N104,anger,crime
N104,fear,environment
N104,fear,entertainment
N104,fear,money
N104,fear,crime
N104,sadness,environment
N104,sadness,entertainment
N104,sadness,money
N104,sadness,crime
N104,neutral,environment
N104,neutral,entertainment
N104,neutral,money
N104,neutral,crime
N105,fear,technology
N105,fear,environment
N105,fear,politics
N105,fear,crime
N105,fear,entertainment
N105,fear,money
N105,sadness,technology
N105,sadness,environment
N105,sadness,politics
N105,sadness,crime
N105,sadness,entertainment
N105,sadness,money
N105,joy,technology
N105,joy,environment
N105,joy,politics
N105,joy,crime
N105,joy,entertainment
N105,joy,money
N105,neutral,technology
N105,neutral,environment
N105,neutral,politics
N105,neutral,crime
N105,neutral,entertainment
N105,neutral,money
N106,anger,technology
N106,anger,environment
N106,anger,politics
N106,anger,crime
N106,anger,entertainment
N106,anger,money
N106,sadness,technology
N106,sadness,environment
N106,sadness,politics
N106,sadness,crime
N106,sadness,entertainment
N106,sadness,money
N106,neutral,technology
N106,neutral,environment
N106,neutral,politics
N106,neutral,crime
N106,neutral,entertainment
N106,neutral,money
N107,anger,technology
N107,anger,environment
N107,anger,politics
N107,anger,crime
N107,anger,health
N107,anger,entertainment
N107,anger,money
N107,sadness,technology
N107,sadness,environment
N107,sadness,politics
N107,sadness,crime
N107,sadness,health
N107,sadness,entertainment
N107,sadness,money
N107,neutral,technology
N107,neutral,environment
N107,neutral,politics
N107,neutral,crime
N107,neutral,health
N107,neutral,entertainment
N107,neutral,money
N108,sadness,environment
N108,sadness,entertainment
N108,sadness,technology
N108,sadness,crime
N108,neutral,environment
N108,neutral,entertainment
N108,neutral,technology
N108,neutral,crime
N109,anger,environment
N109,anger,politics
N109,anger,crime
N109,anger,health
N109,anger,entertainment
N109,anger,money
N109,sadness,environment
N109,sadness,politics
N109,sadness,crime
N109,sadness,health
N109,sadness,entertainment
N109,sadness,money
N109,neutral,environment
N109,neutral,politics
N109,neutral,crime
N109,neutral,health
N109,neutral,entertainment
N109,neutral,money
N110,anger,technology
N110,anger,environment
N110,anger,politics
N110,anger,crime
N110,anger,entertainment
N110,anger,money
N110,fear,technology
N110,fear,environment
N110,fear,politics
N110,fear,crime
N110,fear,entertainment
N110,fear,money
N110,neutral,technology
N110,neutral,environment
N110,neutral,politics
N110,neutral,crime
N110,neutral,entertainment
N110,neutral,money
N111,anger,technology
N111,anger,environment
N111,anger,politics
N111,anger,crime
N111,anger,entertainment
N111,anger,money
N111,surprise,technology
N111,surprise,environment
N111,surprise,politics
N111,surprise,crime
N111,surprise,entertainment
N111,surprise,money
N111,neutral,technology
N111,neutral,environment
N111,neutral,politics
N111,neutral,crime
N111,neutral,entertainment
N111,neutral,money
N112,neutral,technology
N112,neutral,environment
N112,neutral,politics
N112,neutral,crime
N112,neutral,health
N112,neutral,entertainment
N112,neutral,money
N113,disgust,technology
N113,disgust,environment
N113,disgust,politics
N113,disgust,crime
N113,disgust,entertainment
N113,disgust,education
N113,disgust,money
N113,fear,technology
N113,fear,environment
N113,fear,politics
N113,fear,crime
N113,fear,entertainment
N113,fear,education
N113,fear,money
N113,joy,technology
N113,joy,environment
N113,joy,politics
N113,joy,crime
N113,joy,entertainment
N113,joy,education
N113,joy,money
N113,neutral,technology
N113,neutral,environment
N113,neutral,politics
N113,neutral,crime
N113,neutral,entertainment
N113,neutral,education
N113,neutral,money
N114,anger,technology
N114,anger,crime
N114,anger,environment
N114,anger,politics
N114,anger,health
N114,anger,entertainment
N114,anger,education
N114,anger,money
N114,sadness,technology
N114,sadness,crime
N114,sadness,environment
N114,sadness,politics
N114,sadness,health
N114,sadness,entertainment
N114,sadness,education
N114,sadness,money
N114,neutral,technology
N114,neutral,crime
N114,neutral,environment
N114,neutral,politics
N114,neutral,health
N114,neutral,entertainment
N114,neutral,education
N114,neutral,money
N115,anger,environment
N115,anger,politics
N115,anger,crime
N115,anger,entertainment
N115,anger,education
N115,anger,money
N115,sadness,environment
N115,sadness,politics
N115,sadness,crime
N115,sadness,entertainment
N115,sadness,education
N115,sadness,money
N115,joy,environment
N115,joy,politics
N115,joy,crime
N115,joy,entertainment
N115,joy,education
N115,joy,money
N115,neutral,environment
N115,neutral,politics
N115,neutral,crime
N115,neutral,entertainment
N115,neutral,education
N115,neutral,money
N116,sadness,environment
N116,sadness,entertainment
N116,sadness,technology
N116,sadness,crime
N116,neutral,environment
N116,neutral,entertainment
N116,neutral,technology
N116,neutral,crime
N117,anger,technology
N117,anger,crime
N117,anger,environment
N117,anger,entertainment
N117,anger,money
N117,fear,technology
N117,fear,crime
N117,fear,environment
N117,fear,entertainment
N117,fear,money
N117,joy,technology
N117,joy,crime
N117,joy,environment
N117,joy,entertainment
N117,joy,money
N117,neutral,technology
N117,neutral,crime
N117,neutral,environment
N117,neutral,entertainment
N117,neutral,money
N118,disgust,environment
N118,disgust,entertainment
N118,disgust,technology
N118,disgust,crime
N118,anger,environment
N118,anger,entertainment
N118,anger,technology
N118,anger,crime
N118,sadness,environment
N118,sadness,entertainment
N118,sadness,technology
N118,sadness,crime
N118,neutral,environment
N118,neutral,entertainment
N118,neutral,technology
N118,neutral,crime
N119,anger,sports
N119,anger,technology
N119,anger,environment
N119,anger,crime
N119,anger,health
N119,anger,entertainment
N119,anger,education
N119,anger,money
N119,fear,sports
N119,fear,technology
N119,fear,environment
N119,fear,crime
N119,fear,health
N119,fear,entertainment
N119,fear,education
N119,fear,money
N119,neutral,sports
N119,neutral,technology
N119,neutral,environment
N119,neutral,crime
N119,neutral,health
N119,neutral,entertainment
N119,neutral,education
N119,neutral,money
N120,anger,sports
N120,anger,technology
N120,anger,crime
N120,anger,environment
N120,anger,health
N120,anger,entertainment
N120,anger,money
N120,sadness,sports
N120,sadness,technology
N120,sadness,crime
N120,sadness,environment
N120,sadness,health
N120,sadness,entertainment
N120,sadness,money
N120,joy,sports
N120,joy,technology
N120,joy,crime
N120,joy,environment
N120,joy,health
N120,joy,entertainment
N120,joy,money
N120,neutral,sports
N120,neutral,technology
N120,neutral,crime
N120,neutral,environment
N120,neutral,health
N120,neutral,entertainment
N120,neutral,money
N121,anger,technology
N121,anger,crime
N121,anger,politics
N121,anger,environment
N121,anger,health
N121,anger,entertainment
N121,anger,money
N121,fear,technology
N121,fear,crime
N121,fear,politics
N121,fear,environment
N121,fear,health
N121,fear,entertainment
N121,fear,money
N121,neutral,technology
N121,neutral,crime
N121,neutral,politics
N121,neutral,environment
N121,neutral,health
N121,neutral,entertainment
N121,neutral,money
N122,neutral,technology
N122,neutral,crime
N122,neutral,politics
N122,neutral,environment
N122,neutral,entertainment
N123,anger,technology
N123,anger,crime
N123,anger,environment
N123,anger,health
N123,anger,entertainment
N123,anger,money
N123,sadness,technology
N123,sadness,crime
N123,sadness,environment
N123,sadness,health
N123,sadness,entertainment
N123,sadness,money
N123,neutral,technology
N123,neutral,crime
N123,neutral,environment
N123,neutral,health
N123,neutral,entertainment
N123,neutral,money
N124,anger,environment
N124,anger,politics
N124,anger,crime
N124,anger,health
N124,anger,entertainment
N124,anger,money
N124,fear,environment
N124,fear,politics
N124,fear,crime
N124,fear,health
N124,fear,entertainment
N124,fear,money
N124,neutral,environment
N124,neutral,politics
N124,neutral,crime
N124,neutral,health
N124,neutral,entertainment
N124,neutral,money
N125,fear,environment
N125,fear,entertainment
N125,fear,crime
N125,neutral,environment
N125,neutral,entertainment
N125,neutral,crime
N126,anger,sports
N126,anger,environment
N126,anger,crime
N126,anger,health
N126,anger,entertainment
N126,joy,sports
N126,joy,environment
N126,joy,crime
N126,joy,health
N126,joy,entertainment
N126,neutral,sports
N126,neutral,environment
N126,neutral,crime
N126,neutral,health
N126,neutral,entertainment
N127,anger,sports
N127,anger,technology
N127,anger,crime
N127,anger,environment
N127,anger,politics
N127,anger,health
N127,anger,entertainment
N127,anger,money
N127,fear,sports
N127,fear,technology
N127,fear,crime
N127,fear,environment
N127,fear,politics
N127,fear,health
N127,fear,entertainment
N127,fear,money
N127,neutral,sports
N127,neutral,technology
N127,neutral,crime
N127,neutral,environment
N127,neutral,politics
N127,neutral,health
N127,neutral,entertainment
N127,neutral,money
N128,anger,environment
N128,anger,crime
N128,anger,health
N128,anger,entertainment
N128,anger,money
N128,fear,environment
N128,fear,crime
N128,fear,health
N128,fear,entertainment
N128,fear,money
N128,neutral,environment
N128,neutral,crime
N128,neutral,health
N128,neutral,entertainment
N128,neutral,money
N129,anger,crime
N129,anger,politics
N129,anger,environment
N129,anger,entertainment
N129,anger,education
N129,sadness,crime
N129,sadness,politics
N129,sadness,environment
N129,sadness,entertainment
N129,sadness,education
N129,fear,crime
N129,fear,politics
N129,fear,environment
N129,fear,entertainment
N129,fear,education
N129,neutral,crime
N129,neutral,politics
N129,neutral,environment
N129,neutral,entertainment
N129,neutral,education
N130,fear,technology
N130,fear,politics
N130,fear,crime
N130,fear,environment
N130,fear,health
N130,fear,entertainment
N130,fear,money
N130,sadness,technology
N130,sadness,politics
N130,sadness,crime
N130,sadness,environment
N130,sadness,health
N130,sadness,entertainment
N130,sadness,money
N130,neutral,technology
N130,neutral,politics
N130,neutral,crime
N130,neutral,environment
N130,neutral,health
N130,neutral,entertainment
N130,neutral,money
